#1	
double	Pel(35040,2)
1309500	0.05039
1310400	0.04955
1311300	0.04887
1312200	0.04851
1313100	0.04827
1314000	0.04827
1314900	0.04839
1315800	0.04879
1316700	0.04927
1317600	0.05003
1318500	0.05087
1319400	0.05204
1320300	0.05340
1321200	0.05544
1322100	0.05869
1323000	0.06438
1323900	0.07348
1324800	0.08643
1325700	0.10243
1326600	0.11991
1327500	0.13731
1328400	0.15358
1329300	0.16846
1330200	0.18188
1331100	0.19399
1332000	0.20482
1332900	0.21480
1333800	0.22422
1334700	0.23380
1335600	0.24354
1336500	0.25268
1337400	0.26026
1338300	0.26531
1339200	0.26679
1340100	0.26479
1341000	0.25942
1341900	0.25060
1342800	0.23885
1343700	0.22514
1344600	0.21079
1345500	0.19716
1346400	0.18517
1347300	0.17499
1348200	0.16645
1349100	0.15939
1350000	0.15370
1350900	0.14881
1351800	0.14460
1352700	0.14047
1353600	0.13646
1354500	0.13342
1355400	0.13254
1356300	0.13530
1357200	0.14224
1358100	0.15234
1359000	0.16376
1359900	0.17511
1360800	0.18493
1361700	0.19339
1362600	0.20121
1363500	0.20862
1364400	0.21608
1365300	0.22221
1366200	0.22562
1367100	0.22438
1368000	0.21785
1368900	0.20750
1369800	0.19600
1370700	0.18557
1371600	0.17812
1372500	0.17282
1373400	0.16846
1374300	0.16352
1375200	0.15723
1376100	0.14941
1377000	0.14059
1377900	0.13101
1378800	0.12119
1379700	0.11137
1380600	0.10167
1381500	0.09221
1382400	0.08515
1383300	0.07661
1384200	0.06919
1385100	0.06290
1386000	0.05821
1386900	0.05492
1387800	0.05280
1388700	0.05139
1389600	0.05055
1390500	0.04987
1391400	0.04963
1392300	0.04927
1393200	0.04887
1394100	0.04863
1395000	0.04827
1395900	0.04827
1396800	0.04839
1397700	0.04887
1398600	0.04955
1399500	0.05039
1400400	0.05155
1401300	0.05432
1402200	0.06013
1403100	0.07028
1404000	0.08567
1404900	0.10431
1405800	0.12347
1406700	0.14047
1407600	0.15318
1408500	0.16192
1409400	0.16721
1410300	0.16982
1411200	0.17058
1412100	0.16982
1413000	0.16769
1413900	0.16469
1414800	0.16088
1415700	0.15695
1416600	0.15310
1417500	0.14989
1418400	0.14781
1419300	0.14637
1420200	0.14576
1421100	0.14576
1422000	0.14629
1422900	0.14741
1423800	0.14957
1424700	0.15310
1425600	0.15799
1426500	0.16328
1427400	0.16753
1428300	0.16982
1429200	0.16906
1430100	0.16593
1431000	0.16124
1431900	0.15623
1432800	0.15142
1433700	0.14713
1434600	0.14328
1435500	0.13947
1436400	0.13594
1437300	0.13294
1438200	0.13041
1439100	0.12901
1440000	0.12877
1440900	0.13001
1441800	0.13302
1442700	0.13847
1443600	0.14613
1444500	0.15587
1445400	0.16705
1446300	0.17928
1447200	0.19199
1448100	0.20433
1449000	0.21568
1449900	0.22538
1450800	0.23272
1451700	0.23709
1452600	0.23801
1453500	0.23480
1454400	0.22767
1455300	0.21760
1456200	0.20650
1457100	0.19604
1458000	0.18762
1458900	0.18064
1459800	0.17435
1460700	0.16781
1461600	0.16024
1462500	0.15182
1463400	0.14276
1464300	0.13318
1465200	0.12347
1466100	0.11361
1467000	0.10395
1467900	0.09437
1468800	0.08515
1469700	0.07657
1470600	0.06919
1471500	0.06290
1472400	0.05821
1473300	0.05492
1474200	0.05280
1475100	0.05139
1476000	0.05055
1476900	0.04987
1477800	0.04963
1478700	0.04927
1479600	0.04887
1480500	0.04863
1481400	0.04827
1482300	0.04827
1483200	0.04839
1484100	0.04887
